17    ; 7950     ; 1 mage visqueux aboleth (artilleur niv 17)\r\n 2 fouetteurs aboleths (brute niv 17)\r\n 9 gardes kuo-toas (sbire niv 16) ;Bestiaire Fantastique 1;
18    ; 10200    ; 1 oppresseur aboleth (contrôleur niv 18)\r\n 1 gargouille nabassu (chasseur niv 18)\r\n 1 sauvage minautore (brute niv 16)\r\n 8 serviteurs aboleths (sbire niv 16) ;Bestiaire Fantastique 1;
28    ; 70000    ; 1 atropal (brute élite niv 28)\r\n 2 moissonneurs sanglotains (soldat niv 27)\r\n 2 nuées de corbeaux d'ombre (brute niv 27) ;Bestiaire Fantastique 1;
23    ; 25500    ; 3 fiélons sanguins (soldat niv 23)\r\n 1 seigneur des cendres éfrit (artilleur niv 23)\r\n 1 coureur des flammes éfrit (franc-tireur niv 23) ;Bestiaire Fantastique 1;
26    ; 46000    ; 1 phane (contrôleur élite niv 26)\r\n 2 faucheurs d'âmes sanglotains (franc-tireur niv 25)\r\n 2 âmes-en-peine vénérables (chasseur niv 25) ;Bestiaire Fantastique 1;
22    ; 21400    ; 1 traqueur astral (chasseur élite niv 22)\r\n 2 diables guerroyeurs (brute niv 22)\r\n 6 décurions diables légionnaires (sbire niv 21) ;Bestiaire Fantastique 1;
5     ; 1100     ; 2 âmes-en-peine (chasseur de niv 5)\r\n 4 rampants obscurs (franc-tireur niv 4) ;Bestiaire Fantastique 1;
6     ; 1250     ; 1 âme-en-peine démente (contrôleur niv 6)\r\n 4 démons évistros (brute niv 6) ;Bestiaire Fantastique 1;
17    ; 7600     ; 4 âmes-en-peine spadassines (chasseur niv 17)\r\n 1 démon immolith (contrôleur niv 15) ;Bestiaire Fantastique 1;
25    ; 35000    ; 3 âmes-en-peine vénérables (chasseur niv 25)\r\n 1 titan de la mort (brute élite niv 25) ;Bestiaire Fantastique 1;
15    ; 6000     ; 1 ange batailleur (franc-tireur niv 15)\r\n 2 anges gardiens (soldat niv 14)\r\n 8 anges vaillants vétérans (sbire niv 16) ;Bestiaire Fantastique 1;
14    ; 5200     ; 2 anges gardiens (soldat niv 14)\r\n 1 orant (contrôleur niv 13)\r\n 3 pillards drakéïdes (franc-tireur niv 13) ;Bestiaire Fantastique 1;
8     ; 1700     ; 2 anges vaillants (soldat niv 8)\r\n 1 homme d'arme shadar-kai (soldat niv 8)\r\n 1 assassin doppelganger (chasseur niv 8)\r\n 1 sorcière shadar-kai (contrôleur niv 7) ;Bestiaire Fantastique 1;
11    ; 3200     ; 4 anges vaillants soldats (sbire niv 11)\r\n 2 basilics œil-de-pierre (soldat niv 12)\r\n 1 célébrant langue-de-serpent (contrôleur niv 11)\r\n 6 fanatiques langue-de-serpent (sbire niv 11) ;Bestiaire Fantastique 1;
19    ; 13600    ; 2 anges vengeurs (brute élite niv 19)\r\n 5 anges vaillants légionnaires (sbire niv 21) ;Bestiaire Fantastique 1;
11    ; 3200     ; 2 araignées-sabres (brute niv 10)\r\n 2 nuées d'araignées filsang (soldat niv 7)\r\n 1 maître d'armes drow (franc-tireur élite niv 13) ;Bestiaire Fantastique 1;
15    ; 6200     ; 1 terreur arachnéenne (contrôleur élite niv 14)\r\n 1 arachnomancien drow ( artilleur niv 13)\r\n 2 crochets driders (brute niv 13)\r\n 3 hommes d'armes drows (chasseur niv 11) ;Bestiaire Fantastique 1;
12    ; 3600     ; 2 archons de feu ardents (brute niv 12)\r\n 1 tyrannoeil oncendiaire (artilleur élite niv 13)\r\n 1 pyroflagelleateur (franc-tireur niv 11) ;Bestiaire Fantastique 1;
18    ; 10800    ; 2 archons de glace grêleux (artilleur niv 16)\r\n 1 vieux dragon blanc (brute solo niv 17) ;Bestiaire Fantastique 1;
19    ; 13200    ; 1 archon de glace givreux (contrôleur niv 20)\r\n 2 archons de glace marteleurs (soldat niv 19)\r\n 2 griffons de flammegivre (franc-tireur niv 20) ;Bestiaire Fantastique 1;
21    ; 17100    ; 2 archons de glace givreux (contrôleur niv 20)\r\n 1 coureur des flammes éfrit (franc-tireur niv 23)\r\n 1 titan de feu (soldat élite niv 21) ;Bestiaire Fantastique 1;
14    ; 5000     ; 2 armures animées (soldat niv 13)\r\n 1 seigneur momie (contrôleur élite niv 13)\r\n 3 pyroflagellateurs (franc-tireur niv 11) ;Bestiaire Fantastique 1;
14    ; 5000     ; 2 fantassins azers (soldat niv 14)\r\n 2 lanciers salamandres (brute niv 14)\r\n 1 queue-de-feu salamandre (franc-tireur niv 14) ;Bestiaire Fantastique 1;
15    ; 6050     ; 6 guerriers azers (sbire niv 17)\r\n 2 berserkers azers (brute niv 15)\r\n 1 démon immolith (contrôleur niv 15) ;Bestiaire Fantastique 1;
17    ; 8000     ; 1 contremaître azer (contrôleur niv 17)\r\n 1 seigneur des bêtes azer (soldat niv 17)\r\n 8 guerriers azers (sbire niv 17)\r\n 1 molosse satanique pyrophore (brute niv 17) ;Bestiaire Fantastique 1;
13    ; 4000     ; 1 balhannoth (chasseur élite niv 13)\r\n 3 berserkers torves (brute niv 13) ;Bestiaire Fantastique 1;
13    ; 4200     ; 1 balhannoth (chasseur élite niv 13)\r\n 2 maraudeurs kuo-toas (franc-tireur niv 12)\r\n 2 harponneurs kuo-toas (soldat niv 14) ;Bestiaire Fantastique 1;
12    ; 3900     ; 2 sarbacaniers banshrae (artilleur niv 11)\r\n 1 homme d'armes banshrae (franc-tireur niv 12)\r\n 1 chaman ettin (contrôleur élite niv 12)\r\n 1 gorgone de fer (soldat niv 11) ;Bestiaire Fantastique 1;
11    ; 3400     ; 2 basilics œil-de venin (artilleur niv 10)\r\n 4 mezzodémons (soldat niv 11) ;Bestiaire Fantastique 1;
12    ; 3700     ; 2 basilics œil-de-pierre (soldat niv 12)\r\n 1 étrangleur sylvestre (chasseur niv 12)\r\n 1 dryade buissonnière (contrôleur élite niv 13) ;Bestiaire Fantastique 1;
7     ; 1450     ; 1 béhémot porte-masse (soldat niv 7)\r\n 1 imprécateur troglodyte (contrôleur niv 8)\r\n 2 mutilateurs troglodytes (soldat niv 6)\r\n 1 empaleur troglodyte (artilleur niv 7) ;Bestiaire Fantastique 1;
12    ; 3500     ; 1 berbalang (franc-tireur solo niv 10)\r\n 1 babélien (contrôleur niv 10)\r\n 1 gardien squelette sépulcral (brute niv 10) ;Bestiaire Fantastique 1;
10    ; 2900     ; 1 devin répugnard (artilleur niv 11)\r\n 2 berserkers répugnards (soldat niv 9)\r\n 1 chuul (soldat niv 10) ;Bestiaire Fantastique 1;
